// Reference=Talairach
// Small D M, 2001: Chocolate 1-7:  rCBF Increases with Decreasing Reward 
// Value
// Small D M, 2001: Water Pre-Chocolate - Water Post-Chocolate:  rCBF 
// Increases with Decreasing Reward Value
// Subjects=9
-28.66	-29.77	52.51
18.07	-27.86	60.42
8.94	22.73	55.34
-27.55	11.13	49.47
-2.53	-29.67	60.94
37.56	31.67	-10.41
40.24	24.05	1.65
-45.89	26.89	8.1
12.84	18.81	33.4
-.36	-10.37	32.72
28.05	-19.8	-16.44
-28.66	-29.77	52.51
18.07	-27.86	60.42
8.94	22.73	55.34
-27.55	11.13	49.47
-2.53	-29.67	60.94
37.56	31.67	-10.41
-.36	-10.37	32.72
-45.89	26.89	8.1
12.84	18.81	33.4
28.05	-19.8	-16.44

// Pochon J B, 2002: Positive Reward Effect
// Subjects=6
1.42	-73.19	14.18
-.88	52.16	7.93
-14.96	57.24	16.3
-51.61	-53.29	-17.34
12.62	-62.65	23.28
52.26	-40.36	-9.68
12.83	-.42	25.55
-18.03	5.44	25.66
29.89	-25.67	-14.18
-4.02	18.78	35.01
-60.1	-10.31	13.08
-37.46	48.73	18.07
18.14	-66.38	33.87
43.87	-48.1	-18.52
-51.64	-56.33	-14.87
21.55	43.55	7.5
-45.94	37.29	19.76
-57.34	8.31	28.14
-4.01	21.6	35.24
-45.82	44.02	6.76
-31.97	44.78	31.35

// Elliott R, 2000: Positive correlation with reward level
// Elliott R, 2000: Negative correlation with reward level
// Elliott R, 2000: Reward during run of success
// Elliott R, 2000: Penalty during run of failure
// Elliott R, 2000: Reward during run of success and Penalty during run of 
// failure
// Subjects=9
7.37	-12.51	0.15
15.87	7.38	-.87
-23.42	-16.84	-14.09
29.91	-11.79	-10.37
-15.08	-28.61	-9.52
10.18	-31.61	-9.47
4.54	-12.71	2.81
12.94	-4.75	8.96
-15.13	-4.55	8.65
-9.34	32.71	3.57
7.46	32.16	9.14
-29.04	-11.39	-11.01
29.88	-20.25	-11.04
-31.79	13.79	-6.32
46.81	13.24	-5.46
-34.79	-7.23	8.21
38.33	7.23	-.62
18.68	21.02	5.67
-9.52	9.07	15.22

// Wrase J, 2007: Normals
// Subjects=16
-15.93	9.55	-1.97
10.24	6.34	0.79
-19.66	13.34	-1.71
17.75	9.32	-1.6
-12.26	2.44	3.82

// Abler B, 2006: Increasing Probability at Expectation Phase
// Abler B, 2006: Reward Prediction Error at Outcome Phase
// Subjects=11
9	0	-12
-9	9	-12
9	-3	0
-9	-21	9
3	-54	-27
12	12	3
-6	6	-9
-60	-30	-3
-30	30	51

// Fukui H, 2005: Risky > Safe
// Subjects=14
-2.9	50.65	26.74

// Huettel S A, 2006: Decisions Involving Ambiguity > Decisions Involving Risk
// Subjects=13
35.26	10.99	34.84
46.4	10.04	45.73
36.09	0.79	43.97
37.31	15.54	13.57
-35.25	-58.35	43.83

// Preuschoff K, 2006: Win > Loss
// Preuschoff K, 2006: Activation for Expected Reward, Immediate
// Preuschoff K, 2006: Activation for Expected Reward, Delayed
// Preuschoff K, 2006: Activation for Reward Variance, Immediate
// Preuschoff K, 2006: Activation for Reward Variance, Delayed
// Subjects=19
-6	-20	15
12	-16	14
14	-18	-2
-22	-16	-6
-10	1	1
12	4	2
12	2	13
27	-18	-2
-3	-23	-18
-33	-36	-9
23	-32	-6
-7	-22	-1
1	-39	29
-2	-23	28
-3	21	49
-44	22	16
46	18	24
-33	-6	11
-26	18	1
48	1	28
-46	2	18
-52	-57	4
-33	-73	11
56	-42	9
38	-58	-13
19	-64	22
4	-85	-3
17	-41	-30
-4	-47	-16
-26	-9	5
23	-7	11
-12	3	-3
12	5	-3
16	-22	-4
2	-24	-28
-5	-19	-16
-2	32	-2
-45	-59	29
-33	7	47
18	25	50
-3	23	53
-12	38	17
-44	-37	4
22	-75	31
-14	-38	-29
-36	-66	-24
23	-82	-21
32	-32	-22
9	-80	-16
