// Reference=Talairach
// Suchan B, 2002: Visual Imagery - Control
// Subjects=10
-2	-3	43
1	4	52
-53	-27	28

// Ishai A, 2000: Houses > Faces and Chairs
// Ishai A, 2000: Faces > Houses and Chairs
// Ishai A, 2000: Chairs > Faces and Houses
// Ishai A, 2000: Imagery vs. Imagery Control
// Subjects=9
-24.49	-53.7	-14.35
22.28	-53.23	-11.96
-23.9	-83.57	15.76
28.52	-82.85	14.62
-35.71	-56.22	-17.39
34.48	-52.95	-16.31
-40.45	-62.34	-11.61
39.05	-65.06	-7.3
-22.97	-82.71	16.75
20	-81.93	27.23
-29.99	-53.44	-28.83
28.04	-57.24	-32.98
-10.77	-60.6	23.17
5.07	-70.47	27.07
-28.64	-60.49	34.7
28.4	-56.76	42.88
-6.87	5.65	33.93
7.18	6.56	33.26
-29.4	-2.3	40.25
30.49	-2.64	40.02
-37.56	16.78	15.51
36.35	10.77	14.08
-27.19	39.33	16.53
31.75	33.36	15.83
-10.32	48.61	17.47
14.96	46.77	14.91

// Mellet E, 2000: Normals-Group 1
// Subjects=5
-16.59	-67.22	46.94
-14.45	-55.37	17.23
-29.34	-61.77	3.91
21.04	-67.19	20.3
13.68	-54.99	10.36
8	4.45	47.54
-25.78	-7.17	53.44
32.25	-12.92	50.05
26.99	39.89	28.94
25.25	-22.53	-17.6
-32.91	-36.3	-6.73
-10.99	-71.02	46.7
-22.21	-69.06	46.73
18.99	-70.79	41.65
35.96	-76.98	23.3
0.53	6.53	45.82
-22.03	-8.93	51.54
-33.26	-8.85	51.42
34.13	-9.17	50.37
28.86	39.88	28.96
17.88	44.3	-1.5
-29.1	11.66	7.98
23.32	13.33	6.91
23.36	-19.05	-13.73
-62.87	-19.9	3.26
58.84	-34.62	-10.95
21.04	-69.06	20.15
-18.45	-61.57	47.37
-12.61	-46.57	25.17
-49.87	11.8	31.22
29.03	-18.51	-20.84
-27.22	-33.73	-15.49

// Mellet E, 2000: Normals-Group 2
// Subjects=6
-9.13	-72.91	46.57
-22.21	-69.06	46.73
13.35	-72.92	45.03
-7.04	-3.4	52.16
-1.34	4.66	45.65
-20.23	-9.67	60.53
34.11	-9.32	52.16
30.67	31.91	33.76
28.94	47.97	22.39
-61.05	-24.11	8.36
56.87	-21.02	8.16
51.15	-42.09	11.83
27.12	-11.56	-13.09
43.57	-44.79	22.35
-17.84	13.76	4.67
-23.48	24.49	12.68
23.3	20.41	12.89
-10.99	-71.02	46.7
-22.21	-69.06	46.73
18.99	-70.79	41.65
35.96	-76.98	23.3
0.53	6.53	45.82
-22.03	-8.93	51.54
-33.26	-8.85	51.42
34.13	-9.17	50.37
28.86	39.88	28.96
17.88	44.3	-1.5
-29.1	11.66	7.98
23.32	13.33	6.91
23.36	-19.05	-13.73
-62.87	-19.9	3.26
58.84	-34.62	-10.95
21.04	-69.06	20.15
-18.45	-61.57	47.37
-12.61	-46.57	25.17
-49.87	11.8	31.22
29.03	-18.51	-20.84
-27.22	-33.73	-15.49

// Mazard A, 2002: Silent Imagery vs. Silent Baseline
// Mazard A, 2002: Noisy Imagery vs. Noisy Baseline
