// Reference=Talairach
// Lee T M C, 2002: Digit Memory Task - Answer Correctly vs. Feign Memory 
// Impairment
// Lee T M C, 2002: Autobiographic Memory Task-Answer Correctly vs. Feign 
// Memory Impairment
// Subjects=6
19	-9	57
35	-10	57
41	0	48
24	7	59
50	17	32
31	29	34
26	40	33
38	57	9
7	56	19
31	47	-2
58	37	26
43	-64	41
60	-22	-5
14	-4	16
-40	1	53
-3	-12	65
-29	15	48
-41	26	34
-22	48	29
-58	26	27
-42	55	7
-6	60	23
-47	-65	40
-67	-40	2
-13	-1	19
-2	-39	20
13	17	59
34	10	57
52	-4	43
33	44	28
48	31	17
45	-62	46
57	-51	32
61	-44	29
61	-54	0
15	-4	17
-43	6	50
-45	26	33
-23	59	5
-37	45	11
-10	60	18
-25	62	18
-50	-55	44
-58	-44	38
-60	-38	27
-62	5	-12
-15	2	14
0	-27	28

// Abe N, 2006: (Lie, Old - Truth, Old) + (Lie, New - Truth, New)
// Subjects=14
-25.12	47.45	20.96
47	13.71	17.18
7.89	10.3	34.21
8.08	48.26	30.61

// Abe N, 2007: Main Effect of Falsifying the Truthful Responses [(HL - HT) + 
// (DL - DT)]
// Abe N, 2007: Main Effect of Deceiving the Interrogator [(DT - HT) + (DL - 
// HL)]
// Subjects=16
-31.31	19.18	55.49
-12.8	-61.32	43.85
-10.41	-66.95	-26.98
32.84	56.77	6.89
22.98	-68.35	11.21
-2.68	39.24	-7.56
-14.61	-56.97	36.95
-14.01	-67.35	-45.1
-25.18	0.66	-19.93
31.05	12.13	-25.59
46.05	8.7	-31.1
30.92	-49.3	-37.72

// Kozel F A, 2004: Lie - Truth
// Subjects=10
2.37	-30.2	32.07
-38.34	23.88	-1.98
2.61	15.92	23.13
-4.86	19.73	23.35
47.64	16.77	9.27
47.71	28.34	6.59
40.19	18.99	5.76
-57.42	-57.96	5.69
38.17	37.5	34.29
7.94	-76.2	15.82
-46.37	-12.52	50.97

// Kozel F A, 2005: Normals, Model Building Group
// Subjects=30
-4.13	14.87	48.24
7.13	12.41	42.76
6.9	-9.06	62.7
32.72	23.74	6.05
43.98	13.04	-2.8
46.79	21.26	0.6
-9.52	-4.59	8.71
10.12	-2.13	11.84
10.22	1.56	1.31
24.13	43.95	37.35
32.61	36.31	26.01
29.73	38.28	36.96
54.82	-45.59	19.71
60.49	-47.8	11.48
-54.72	-42.66	26.8
-54.81	-51.77	34.2
-29.14	9.42	12.31
-29.1	18.1	10.3

// Kozel F A, 2005: Normals, Model Testing Group
// Subjects=31
1.39	11.14	58.83
12.95	30.81	25.34
12.58	13.45	64.56
41.22	35.39	1.66
38.39	21.54	-2.19
52.25	11.46	16.12
-43	33.16	0.51
-34.52	39.17	-4.33
-48.68	18.89	2.01
-54.76	-51.34	28.82
-46.35	-54.22	28.68
54.71	-54.92	29.8
-12.29	6.7	9.58
10.14	3.51	12.29

